a	手	扌手
呈	owh	口王一
吝	owh	口文一
啟	owh	口攵户
啓	owh	口攵户
喡	owl	口韋丨
呚	own	口攵乀
呅	own	口文乀
噩	owo	口王口
哓	owp	口兀丿
嗷	owq	口攵青
嗸	owq	口攵青
啚	ows	口囗十
嘵	owt	口兀土
噖	owv	口王乙
啯	oww	口囗王
嘋	owz	口攵子
噋	owz	口攵子
唿	oxb	口心勹
吣	oxd	口心丶
呟	oxd	口玄丶
喼	oxd	口心刀
咣	oxe	口小儿
嘒	oxf	口彐丰
嚖	oxf	口心丰
啌	oxg	口穴工
名	oxh	口夕一
哂	oxh	口西一
吢	oxh	口心一
噁	oxh	口心一
哨	oxl	口小月
喓	oxn	口西女
嘦	oxn	口西女
君	oxp	口彐丿
吵	oxp	口小丿
噼	oxp	口辛尸
吚	oxp	口彐丿
咇	oxp	口心丿
嘗	oxr	口小日
嘾	oxr	口西日
嘌	oxs	口西示
唸	oxv	口心人
嗯	oxw	口心囗
哆	oxx	口夕夕
噫	oxy	口心音
噾	oxy	口穴音
噯	oxz	口心爫
善	oyb	口羊丷
啸	oyb	口聿八
嗡	oyb	口羽八
噗	oyd	口业大
吆	oyd	口幺丶
哺	oyd	口用丶
噡	oyd	口言刀
唁	oyh	口言一
喑	oyh	口音一
噸	oyh	口頁一
嗖	oyj	口又臼
呦	oyl	口幺力
咩	oyl	口羊丨
嘨	oym	口聿米
叹	oyn	口又乀
嚣	oyo	口页口
囂	oyo	口頁口
嚻	oyo	口頁口
呀	oyp	口牙丿
嘏	oyp	口又尸
嘯	oyp	口聿片
唌	oyp	口廴丿
噜	oyr	口鱼日
嚕	oyr	口魚日
嘐	oys	口羽彡
噿	oys	口羽十
噈	oyt	口尢亠
噏	oyv	口羽人
唚	oyx	口又彐
啜	oyy	口又又
嚁	oyz	口羽隹
嚬	oyz	口頁止
咎	ozb	口夂卜
呲	ozb	口止匕
呰	ozb	口止匕
嚼	ozc	口爫寸
哷	ozc	口爫寸
嗹	ozc	口辶車
咚	ozd	口夂丶
哒	ozd	口辶大
嗘	ozd	口爫大
嗂	ozf	口爫缶
噦	ozg	口止戈
各	ozh	口夂一
咱	ozh	口自一
唯	ozh	口隹一
售	ozh	口隹一
噅	ozh	口爫灬
吇	ozh	口子一
咥	ozh	口至一
嘕	ozh	口止灬
噕	ozh	口爫灬
囃	ozi	口隹木
嗳	ozm	口爫冖
吱	ozn	口支乀
唗	ozn	口走乀
哫	ozn	口足乀
哸	ozn	口爫女
嗅	ozq	口自犬
唆	ozs	口夂厶
嚏	ozs	口疋十
哱	ozs	口子十
噵	ozs	口辶首
嚃	ozs	口辶罒
嚔	ozs	口疋十
嚺	ozs	口辶豕
噠	ozt	口辶土
囄	ozt	口隹亠
吼	ozv	口子乙
嚘	ozx	口夂心
嗵	ozy	口辶用
啑	ozy	口疋聿
喛	ozy	口爫又
嗄	ozz	口夂自
哹	ozz	口爫子
嗠	ozz	口爫子
硩	paj	石扌斤
礃	pax	石手小
砣	pbb	石宀匕
屄	pbb	尸宀八
碵	pbb	石貝卜
礗	pbb	石宀貝
屭	pbb	尸貝貝
礥	pbc	石貝臣
磴	pbd	石癶豆
屃	pbd	尸贝丶
屓	pbd	尸貝丶
礸	pbe	石貝儿
屏	pbg	尸丷廾
硑	pbg	石丷廾
屛	pbg	尸丷廾
碽	pbg	石貝工
乎	pbh	丿丷一
砶	pbh	石白一
礖	pbj	石八臼
礜	pbj	石八臼
礩	pbj	石貝斤
牉	pbl	片丷丨
砧	pbo	石卜口
碦	pbo	石宀口
磇	pbp	石比丿
碛	pbq	石贝青
磧	pbq	石貝青
碹	pbr	石宀日
皰	pbs	皮勹巳
砲	pbs	石勹巳
硡	pbs	石宀厶
碂	pbs	石宀示
磌	pbs	石八十
碘	pbt	石八冂
硔	pbu	石八艹
尼	pbv	尸匕乙
屁	pbv	尸比乙
砒	pbv	石比乙
硵	pbw	石卜囗
磠	pbw	石卜囗
碗	pbx	石宀夕
屪	pbx	尸宀小
碰	pby	石丷业
磁	pby	石丷幺
磏	pby	石丷聿
碇	pbz	石宀疋
礙	pbz	石匕疋
硳	pcd	石赤丶
屬	pce	尸虫水
硜	pcg	石巛工
砺	pch	石厂一
屜	pch	尸彳一
磿	pch	石厂禾
屧	pci	尸彳木
砈	pcj	石厂卩
磛	pcj	石車斤
砗	pcl	石车丨
硨	pcl	石車丨
磭	pcl	石辰月
屗	pcm	尸寸毛
屦	pcn	尸彳女
屨	pcn	尸彳女
屒	pcn	尸辰乀
毄	pco	殳車口
碯	pcp	石巛丿
屩	pcp	尸彳丿
碍	pcr	石寸日
毂	pcs	殳车士
磚	pcs	石寸十
礪	pcu	石厂艹
礹	pcw	石厂攵
将	pcx	丬寸夕
硻	pcy	石臣又
牔	pcy	片寸用
磗	pcy	石寸用
履	pcz	尸彳夂
屐	pcz	尸彳支
屣	pcz	尸彳疋
磫	pcz	石彳疋
礰	pcz	石厂止
硖	pdb	石大丷
屍	pdb	尸歹匕
砏	pdb	石刀八
碶	pdd	石大刀
殶	pde	殳刀儿
硎	pdg	石刂廾
砆	pdh	石大一
硊	pdj	石刀卩
礇	pdm	石大米
碕	pdo	石大口
乔	pdp	丿大丿
乊	pdp	丿丶丿
磸	pdq	石大酉
皼	pds	皮豆士
砌	pdt	石刀土
硽	pdt	石大田
硤	pdv	石大人
矵	pdv	石刂乙
砄	pdv	石大乙
砫	pdw	石丶王
皱	pdx	皮刀彐
碀	pdx	石刀彐
磢	pdx	石大乂
砯	ped	石水丶
皳	ped	皮水丶
碝	ped	石而大
尿	pen	尸水乀
砅	pen	石水乀
碆	pep	石氵皮
硰	pex	石氵小
砜	pfd	石风丶
碸	pfd	石风丶
砉	pfh	石丰一
屝	pfh	尸非一
礯	pfh	石糸火
砸	pfj	石匚巾
屙	pfo	尸阝口
毆	pfo	殳匚口
殹	pfs	殳匚矢
磅	pft	石方亠
牓	pft	片方亠
磥	pft	石糸田
殴	pfx	殳匚乂
硪	pga	石戈扌
乓	pgd	丿工丶
硠	pgd	石艮丶
磈	pgd	石鬼丶
牋	pgg	片戈戈
碊	pgg	石戈戈
研	pgh	石廾一
礦	pgh	石广黄
矼	pgh	石工一
硲	pgh	石谷一
磆	pgh	石骨一
碻	pgh	石高一
升	pgl	丿廾丨
矸	pgl	石干丨
皯	pgl	皮干丨
硍	pgn	石艮乀
毃	pgn	殳高乀
碱	pgo	石戈口
磄	pgo	石广口
矿	pgp	石广丿
乒	pgp	丿工丿
砩	pgp	石弓丿
彀	pgs	殳弓士
砿	pgs	石广厶
硁	pgv	石工乙
毉	pgv	殳工人
磩	pgx	石戈小
磋	pgy	石工羊
磯	pgy	石戈幺
牗	pgy	片广用
牅	pgy	爿广用
砰	phb	石一丷
砖	phd	石一丶
磺	phd	石黄丶
硏	phg	石一干
皻	phh	皮虍一
砘	phk	石一凵
年	phl	丿一丨
石	php	石一丿
磃	php	石虍丿
硬	phr	石一日
礘	phr	石灬日
层	phs	尸一厶
午	phs	丿一十
碥	pht	石户冂
牑	pht	片户冂
屉	phv	尸一乙
乇	phv	丿一乙
矴	phv	石一乙
砨	phv	石户乙
牖	phy	片户用
礁	phz	石灬隹
乘	pib	丿木匕
礫	pib	石木白
硹	pib	石木八
磲	pie	石木氵
碟	pih	石木一
牒	pih	片木一
砞	pih	石木一
砵	pih	石木一
屟	pih	尸木一
牃	pih	爿木一
碄	pii	石木木
牀	pin	爿木乀
硃	pip	石木丿
碴	pir	石木日
皶	pir	皮木日
磔	pix	石木夕
礬	pix	石木乂
磉	piy	石木又
礎	piz	石木疋
磼	piz	石木隹
矾	pjd	石几丶
毁	pjg	殳臼工
乕	pjh	丿巾一
碒	pjh	石金一
磶	pjh	石臼灬
确	pjl	石角丨
斫	pjl	石斤丨
碲	pjl	石巾立
毇	pjm	殳臼米
屌	pjo	尸巾口
觳	pjs	殳角士
毀	pjt	殳臼土
砚	pjv	石见乙
矶	pjv	石几乙
硯	pjv	石見乙
屈	pkk	尸凵凵
础	pkk	石凵凵
丿	pkk	丿〇〇
屆	pkt	尸凵土
展	pku	尸衣艹
硓	plb	石耂匕
丬	pld	丬丨丶
丘	plg	丿丨工
重	plh	丿里一
乍	plh	丿丨一
砬	plh	石立一
砻	plh	石龙一
礱	plh	石龍一
磱	plh	石力火
礲	plh	石龍一
硼	pll	石月月
乑	plp	丿丨丿
硥	plp	石龙丿
屠	plr	尸耂日
砷	plr	石丨日
殾	plr	殳耂日
毅	pls	殳立豕
磡	plu	石力艹
爿	plv	爿丨乙
殽	plx	殳月乂
胤	ply	丿月幺
硣	plz	石耂子
皲	pmc	皮冖车
皸	pmc	皮冖車
皹	pmc	皮冖車
礛	pmc	石皿臣
碼	pmd	石馬丶
砪	pmd	石母丶
码	pmh	石马一
磨	pmh	石麻一
礀	pml	石門月
屎	pmn	尸米乀
碷	pmp	石目丿
碡	pmq	石母青
磵	pmr	石門日
磕	pms	石皿厶
礮	pmt	石馬亠
尾	pmv	尸毛乙
磷	pmx	石米夕
礟	pmx	石馬乂
屘	pmz	尸毛子
尽	pnd	尸乀丶
犀	pne	尸牛水
尺	pnk	尸乀〇
屡	pnm	尸女米
屢	pns	尸女十
砮	pny	石女又
咫	pob	尸口八
磒	pob	石口貝
磍	pob	石口宀
牊	pod	片口刀
牁	poh	爿口一
砢	poh	石口一
碚	pol	石口立
硞	pon	石口牛
碞	poo	石口口
居	pos	尸口十
硈	pos	石口士
礂	pos	石口士
禹	pot	丿口冂
磾	pot	石口田
局	pov	尸口乙
硆	pov	石口人
磰	poy	石口羊
硌	poz	石口夂
殿	ppb	殳尸八
屔	ppb	尸尸匕
属	ppc	尸丿虫
礊	ppc	石殳車
段	ppf	殳丿丰
册	pph	丿丿一
矺	pph	石丿一
砳	pph	石石一
牐	ppj	片丿臼
毈	ppj	殳丿卩
碾	ppk	石尸衣
片	ppl	片丿丨
砟	ppl	石丿丨
碿	ppl	石尸月
礳	ppm	石石麻
破	ppn	石皮乀
砓	ppn	石殳乀
磊	ppp	石石石
硚	ppp	石丿丿
碫	ppp	石殳丿
磤	ppp	石殳丿
屫	ppp	尸爿丿
磬	pps	石殳士
硾	pps	石丿士
礄	ppt	石丿冂
毊	ppt	殳丿冂
皮	ppv	皮丿乙
殷	ppv	殳丿乙
殳	ppv	殳丿乙
尻	ppv	尸丿乙
砤	ppv	石丿乙
硇	ppw	石丿囗
砾	ppx	石丿小
砭	ppz	石丿之
碃	pqh	石青一
砍	pqn	石欠乀
碣	prb	石日勹
層	prb	尸日丷
碭	prb	石日勹
磳	prb	石日丷
屚	prd	尸雨丶
礝	pre	石雨而
礵	pri	石雨木
碈	prs	石日氏
礌	prt	石雨田
皵	pru	皮日艹
碏	pru	石日艹
碮	prz	石日疋
礭	prz	石雨隹
乖	psb	丿十匕
牘	psb	片士貝
磜	psb	石示八
礢	psb	石食丷
皾	psb	皮士貝
么	psd	丿厶丶
砥	psd	石氏丶
牍	psd	片十大
硺	psd	石豕丶
磑	psd	石山豆
硸	psg	石山干
壮	psh	丬士一
碳	psh	石山火
壬	psh	丿士一
殼	psj	殳士几
殻	psj	殳士几
硙	psj	石山己
千	psl	丿十丨
磞	psl	石山月
碋	pso	石山口
皷	pso	皮士口
牌	psp	片十丿
碑	psp	石十丿
砕	psp	石十丿
殸	psp	殳士尸
碜	pss	石彡厶
磣	pss	石彡厶
碎	pst	石十亠
丢	pst	丿厶土
砝	pst	石厶土
礋	pst	石罒土
硶	psv	石山人
磮	psv	石山人
牆	psw	爿十囗
磪	psz	石山隹
硛	ptb	石亠八
硫	ptc	石亠川
磻	ptc	石田采
磂	ptd	石田刀
睾	ptg	丿土干
屇	pth	尸田一
砠	pth	石冂一
砊	ptj	石亠几
磙	ptk	石亠衣
碨	ptk	石田衣
届	ptl	尸田丨
碉	pto	石冂口
硐	pto	石冂口
碢	pto	石冂口
碠	pto	石亠口
皽	ptr	皮亠日
碙	pts	石冂山
硅	ptt	石土土
礓	ptt	石田田
砃	ptt	石冂亠
礧	ptt	石田田
礨	ptt	石田田
硋	ptv	石亠人
礑	ptx	石田小
皺	pub	皮艸勹
碁	pub	石艹八
礡	puc	石艹寸
碤	pud	石艹大
礴	pue	石艹氵
碪	puf	石艹匚
礣	pug	石艹戈
乗	pui	丿艹木
礚	pum	石艹皿
礷	pum	石艹皿
礍	pur	石艹日
垂	pus	丿艹士
礞	pus	石艹豕
礤	pus	石艹示
硭	put	石艹亠
硴	puv	石艹亻
砹	pux	石艹乂
礶	puz	石艹隹
丸	pvd	丿乙丶
硷	pvd	石人丶
砱	pvd	石人丶
砼	pvg	石人工
尸	pvh	尸乙一
硢	pvi	石人木
九	pvk	丿乙〇
牏	pvl	片人月
及	pvn	丿乙乀
久	pvn	丿乙乀
乆	pvn	丿人乀
砐	pvn	石乙乀
牄	pvo	爿人口
乃	pvp	丿乙丿
砀	pvp	石乙丿
矻	pvp	石乙丿
砎	pvp	石人丿
丹	pvt	丿乙亠
碖	pvt	石人冂
乌	pvv	丿乙乙
亇	pvv	丿乙乙
砛	pvv	石人乙
礆	pvv	石人人
硂	pvw	石人王
乐	pvx	丿乙小
碧	pwb	石王白
砙	pwd	石瓦丶
砡	pwd	石王丶
礉	pwf	石攵方
硦	pwg	石王廾
玍	pwh	丿王一
碅	pwh	石囗禾
硱	pwi	石囗木
砇	pwn	石文乀
硘	pwo	石囗口
硗	pwp	石兀丿
磝	pwq	石攵青
瑴	pws	殳王士
磽	pwt	石兀土
矹	pwv	石兀乙
囟	pwx	丿囗乂
囱	pwz	丿囗夂
礅	pwz	石攵子
牎	pxb	片心勹
礠	pxb	石心丷
矽	pxd	石夕丶
碌	pxe	石彐水
硄	pxe	石小儿
硿	pxg	石穴工
硒	pxh	石西一
殺	pxi	殳乂木
礐	pxj	石乂臼
屑	pxl	尸小月
硝	pxl	石小月
屖	pxl	尸辛丨
砂	pxp	石小丿
牕	pxp	片心丿
礔	pxp	石辛尸
礕	pxp	石辛尸
磹	pxr	石西日
磦	pxs	石西示
磖	pyb	石羽白
颇	pyd	皮页丶
硕	pyd	石页丶
碩	pyd	石頁丶
礒	pyg	石羊戈
硉	pyh	石聿一
礏	pyi	石业木
砽	pyl	石用丨
牂	pyl	爿羊丨
版	pyp	片又丿
砑	pyp	石牙丿
硟	pyp	石廴丿
碬	pyp	石又尸
磟	pys	石羽彡
硧	pyv	石用乙
羼	pyy	尸羊羊
砦	pzb	石止匕
磀	pzb	石辶丷
磎	pzd	石爫大
磘	pzf	石爫缶
屋	pzh	尸至一
碓	pzh	石隹一
矷	pzh	石子一
砋	pzh	石止一
確	pzm	石隹冖
乏	pzn	丿之乀
磐	pzp	石舟殳
磓	pzp	石辶丿
皴	pzs	皮夂厶
礈	pzs	石辶豕
碐	pzt	石夂土
碔	pzy	石止弋
孱	pzz	尸子子
狾	qaj	犭扌斤
犲	qap	犭扌丿
酡	qbb	酉宀匕
狖	qbb	犭宀八
獱	qbb	犭宀貝
狩	qbc	犭宀寸
酧	qbc	酉宀寸
狈	qbd	犭贝丶
酌	qbd	酉勹丶
狽	qbd	犭貝丶
犳	qbd	犭勹丶
猤	qbd	犭癶大
猐	qbe	犭丷儿
醄	qbf	酉勹缶
醱	qbg	酉癶弓
酋	qbh	酉丷一
狛	qbh	犭白一
獭	qbi	犭贝木
獺	qbi	犭貝木
歟	qbj	欠八臼
欮	qbk	欠丷凵
齎	qbl	齊貝丨
次	qbn	欠冫乀
氨	qbn	气宀女
狗	qbo	犭勹口
欨	qbo	欠勹口
酟	qbo	酉卜口
猷	qbq	犬丷酉
猶	qbq	犭丷酉
狥	qbr	犭勹日
狍	qbs	犭勹巳
欵	qbs	欠匕矢
猔	qbs	犭宀示
獇	qbs	犭丷厶
獆	qbs	犭白十
獔	qbs	犭白十
獖	qbs	犭貝十
歕	qbs	欠貝十
欳	qbt	欠卜冂
猠	qbt	犭八冂
欺	qbu	欠八艹
猉	qbu	犭八艹
狞	qbv	犭宀乙
醗	qbw	酉癶兀
獰	qbx	犭宀心
歉	qby	欠丷聿
靛	qbz	青宀疋
独	qcd	犭虫丶
酬	qcd	酉川丶
酎	qcd	酉寸丶
氫	qcg	气巛工
獑	qcj	犭車斤
氚	qcl	气川丨
獗	qcq	犭厂欠
獵	qcs	犭巛鼠
醻	qcs	酉寸士
釅	qcw	酉厂攵
醲	qcw	酉辰囗
玁	qcw	犭厂攵
獂	qcx	犭厂小
猼	qcy	犭寸用
酹	qcz	酉寸爫
氛	qdb	气刀八
狭	qdb	犭大丷
酚	qdb	酉刀八
釁	qdb	酉刀八
酞	qdd	酉大丶
猰	qdd	犭大刀
齐	qdh	齐丶一
猁	qdh	犭刂禾
齊	qdh	齊丶一
酜	qdh	酉大一
猘	qdj	犭刂巾
欿	qdj	欠刀臼
酙	qdl	酉斗丨
欹	qdo	欠大口
猗	qdo	犭大口
醃	qdt	酉大田
狹	qdv	犭大人
醴	qdw	酉豆囗
静	qdx	青刀彐
狰	qdx	犭刀彐
獠	qdx	犭大小
猟	qdy	犭丶用
狣	qee	犭儿水
酰	qen	酉儿牛
狁	qes	犭儿厶
酑	qev	酉二乙
猀	qex	犭氵小
猆	qfd	犬非丶
猦	qfd	犭风丶
猅	qfh	犭非一
醿	qfm	酉糸麻
歐	qfo	欠匚口
醧	qfo	酉匚口
欧	qfx	欠匚乂
狼	qgd	犭艮丶
酿	qgd	酉艮丶
醜	qgd	酉鬼丶
欴	qgd	欠艮丶
醆	qgg	酉戈戈
猾	qgh	犭骨一
酣	qgh	酉甘一
狨	qgh	犭戈一
獷	qgh	犭广黄
犴	qgl	犭干丨
酐	qgl	酉干丨
狠	qgn	犭艮乀
欲	qgn	欠谷乀
狐	qgn	犭瓜乀
歊	qgn	欠高乀
醣	qgo	酉广口
醎	qgo	酉戈口
犷	qgp	犭广丿
狒	qgp	犭弓丿
氟	qgp	气弓丿
酨	qgs	酉戈十
獼	qgt	犭工冂
氢	qgv	气工乙
狘	qgv	犭戈乙
猕	qgx	犭弓小
醝	qgy	酉工羊
狉	qhb	犭一卜
獉	qhd	犭禾大
獚	qhd	犭黄丶
獻	qhg	犬虍鬲
青	qhh	青一一
氮	qhh	气火火
欻	qhh	欠火火
醈	qhh	酉火火
醔	qhh	酉禾火
歘	qhh	欠火火
犻	qhj	犭一巾
猇	qhj	犭虍几
酉	qhl	酉一丨
釃	qhl	酉一鹿
靑	qhl	青一丨
猏	qhl	犭户月
齌	qhl	齊火丨
醟	qhm	酉火冖
獹	qhm	犭虍皿
狄	qhn	犭火乀
酥	qhn	酉禾乀
犬	qhp	犬一丿
歍	qhp	欠灬丿
歋	qhp	欠虍丿
歑	qhp	欠虍丿
酝	qhs	酉一厶
醵	qhs	酉虍豕
酾	qht	酉一冂
氞	qht	气一冂
猵	qht	犭户冂
獮	qht	犭一冂
醼	qhu	酉灬艹
酊	qhv	酉一乙
欤	qhv	欠一乙
酛	qhw	酉一兀
酽	qhy	酉一业
氩	qhy	气一业
氬	qhy	气一业
歔	qhy	欠虍业
醮	qhz	酉灬隹
醂	qii	酉木木
猱	qim	犭木矛
狇	qin	犭木乀
欶	qio	欠木口
猹	qir	犭木日
氭	qir	气木日
歀	qis	欠木示
猓	qit	犭木田
猍	qiv	犭木人
猌	qiv	犬木人
猊	qje	犭臼儿
獡	qjh	犭臼灬
狮	qjl	犭巾丨
齏	qjl	齊韭丨
欣	qjn	欠斤乀
獬	qjn	犭角牛
欽	qjn	欠金乀
獅	qjp	犭巾丿
玂	qju	犭斤艹
配	qjv	酉己乙
犯	qjv	犭卩乙
靓	qjv	青见乙
靚	qjv	青見乙
欷	qjx	欠巾乂
狶	qjx	犭巾乂
欪	qkk	欠凵凵
猿	qkt	犭衣土
氪	qkv	气克乙
酗	qkx	酉凵乂
狫	qlb	犭耂匕
狸	qlh	犭里一
酭	qlh	酉月一
獞	qll	犭立里
醐	qlo	酉月口
猢	qlo	犭月口
狆	qlo	犭丨口
狵	qlp	犭龙丿
猪	qlr	犭耂日
獐	qlr	犭立日
獍	qlr	犭立日
醏	qlr	酉耂日
猬	qlt	犭月田
歒	qlt	欠立冂
酳	qly	酉月幺
酵	qlz	酉耂子
醑	qlz	酉月疋
獈	qmb	犭皿丷
獁	qmd	犭馬丶
醠	qmd	酉皿大
酖	qme	酉冖儿
釄	qmf	酉麻非
犸	qmh	犭马一
齍	qmh	齊皿一
醓	qmm	酉皿冖
醾	qmm	酉麻米
氣	qmn	气米乀
醢	qmo	酉皿口
酶	qmp	酉母丿
猸	qmp	犭目尸
狊	qmq	犬目犬
氲	qmr	气皿日
猽	qmr	犭冖日
醘	qms	酉皿厶
醯	qmt	酉皿亠
獝	qmt	犭矛冂
酕	qmv	酉毛乙
醞	qmw	酉皿囗
氳	qmw	气皿囗
獜	qmx	犭米夕
猛	qmz	犭皿子
欩	qod	欠口刀
歌	qoh	欠口一
酠	qoh	酉口一
狷	qol	犭口月
醅	qol	酉口立
酷	qon	酉口牛
酤	qos	酉口十
狜	qos	犭口十
狤	qos	犭口士
欯	qos	欠口士
歖	qos	欠口士
酲	qow	酉口王
酩	qox	酉口夕
酪	qoz	酉口夂
狢	qoz	犭口夂
狔	qpb	犭尸匕
獎	qpc	犬爿寸
醬	qpc	酉爿寸
醤	qpc	酉丬寸
状	qpd	犬丬丶
狀	qpd	犬爿丶
犱	qpd	犭丿丶
醫	qpf	酉殳匚
气	qph	气丿一
醺	qph	酉丿黑
獯	qph	犭丿黑
歃	qpj	欠丿臼
氕	qpk	气丿〇
酢	qpl	酉丿丨
氘	qpl	气丿丨
狓	qpn	犭皮乀
酘	qpn	酉殳乀
狅	qps	犭丿士
獢	qpt	犭丿冂
欠	qpv	欠丿乙
犰	qpv	犭丿乙
氖	qpv	气丿乙
犭	qpv	犭丿乙
酱	qpx	酉丬夕
狝	qpx	犭丿小
欫	qpz	欠丿止
犾	qqd	犭犬丶
猜	qqh	犭青一
氰	qqh	气青一
靝	qqm	青气米
猋	qqq	犬犬犬
靔	qqv	青气乙
歠	qqy	欠酉又
歇	qrb	欠日勹
酯	qrb	酉日匕
醌	qrb	酉日比
猑	qrb	犭日比
猲	qrb	犭日勹
氱	qrb	气日勹
獳	qre	犭雨而
醹	qre	酉雨而
猂	qrg	犭日干
氜	qrh	气日一
狚	qrh	犭日一
狟	qrh	犭日一
歞	qrh	欠日灬
猒	qrl	犬日月
醖	qrm	酉日皿
欥	qrn	欠日乀
醽	qro	酉雨口
猖	qrr	犭日日
醒	qrs	酉日生
猩	qrs	犭日生
猎	qru	犭日艹
醋	qru	酉日艹
醩	qru	酉日艹
獪	qrv	犭日人
獌	qry	犭日又
醍	qrz	酉日疋
獨	qsc	犭罒虫
歜	qsc	欠罒虫
狋	qsd	犭示丶
獃	qsd	犬山豆
猯	qse	犭山而
歂	qse	欠山而
狌	qsh	犭生一
狧	qsh	犭舌一
獧	qsk	犭罒衣
氙	qsl	气山丨
酔	qsp	酉十丿
猈	qsp	犭十丿
款	qss	欠士示
欸	qss	欠厶矢
醦	qss	酉彡厶
醉	qst	酉十亠
献	qst	犬十冂
猝	qst	犭十亠
歝	qst	欠罒土
醳	qst	酉罒土
峱	qsv	犭山乙
猭	qsv	犭豕乙
靘	qsv	青色乙
猡	qsx	犭罒夕
玀	qsz	犭罒隹
獕	qsz	犭山隹
歓	qsz	欠矢隹
狴	qtb	犭土比
犿	qtb	犭亠卜
酼	qtc	酉亠川
狡	qtf	犭亠父
狙	qth	犭冂一
犺	qtj	犭亠几
猥	qtk	犭田衣
釀	qtk	酉亠衣
醸	qtk	酉亠衣
獽	qtk	犭亠衣
狎	qtl	犭田丨
氠	qtl	气田丨
酮	qto	酉冂口
獸	qto	犬田口
狪	qto	犭冂口
猧	qto	犭冂口
歄	qto	欠冂口
獣	qto	犬田口
醕	qtr	酉亠日
狦	qtt	犭冂冂
醨	qtt	酉亠冂
氦	qtv	气亠人
氝	qtv	气冂人
欬	qtv	欠亠人
猄	qtx	犭亠小
醇	qtz	酉亠子
獏	qud	犭艹大
歎	qud	欠艹大
歁	quf	欠艹匚
獦	qur	犭艹日
獴	qus	犭艹豕
猫	qut	犭艹田
歏	qut	欠艹土
醛	quv	酉艹人
獲	quy	犭艹又
獾	quz	犭艹隹
歡	quz	欠艹隹
猃	qvd	犭人丶
狑	qvd	犭人丶
狯	qvh	犭人一
狳	qvi	犭人木
酴	qvi	酉人木
歈	qvl	欠人月
猞	qvo	犭人口
欱	qvo	欠人口
獊	qvo	犭人口
犵	qvp	犭乙丿
猴	qvs	犭亻矢
狃	qvt	犭乙土
酏	qvv	酉乙乙
獫	qvv	犭人人
欦	qvv	欠人乙
狏	qvv	犭乙乙
酓	qvv	酉人乙
歛	qvv	欠人人
醶	qvv	酉人人
酫	qvw	酉人王
獙	qwb	犭攵丷
獘	qwb	犬攵丷
氤	qwd	气囗大
欭	qwd	欠囗大
獥	qwf	犭攵方
狂	qwh	犭王一
獒	qwq	犬攵青
獓	qwq	犭攵青
獟	qwt	犭兀土
獤	qwz	犭攵子
氯	qxe	气彐水
靗	qxe	青小儿
醁	qxe	酉彐水
氥	qxh	气西一
齋	qxl	齊小丨
気	qxn	气乂乀
欰	qxn	欠血乀
醡	qxp	酉穴丿
醰	qxr	酉西日
醥	qxs	酉西示
歅	qxt	欠西土
醷	qxy	酉心音
犹	qyd	犭尢丶
醭	qyd	酉业大
酺	qyd	酉用丶
獛	qyd	犭业大
狺	qyh	犭言一
獀	qyj	犭又臼
醙	qyj	酉又臼
氧	qyl	气羊丨
狕	qyl	犭幺力
玃	qym	犭又目
欢	qyn	欠又乀
歆	qyn	欠音乀
歚	qyo	欠羊口
犽	qyp	犭牙丿
狿	qyp	犭廴丿
猳	qyp	犭又尸
歗	qyp	欠聿片
狱	qyq	犭言犭
獄	qyq	犭言犭
醪	qys	酉羽彡
歙	qyv	欠羽人
酦	qyv	酉又乙
欼	qyy	欠又又
醊	qyy	酉又又
釂	qzc	酉爫寸
氡	qzd	气夂丶
猻	qzf	犭子糸
猺	qzf	犭爫缶
獩	qzg	犭止戈
猚	qzh	犭隹一
靕	qzh	青止一
醀	qzh	酉隹一
獿	qzh	犭夂一
猣	qzk	犭夂凵
醚	qzm	酉辶米
酸	qzs	酉夂厶
狻	qzs	犭夂厶
獋	qzs	犭自十
犼	qzv	犭子乙
狲	qzx	犭子小
猙	qzx	犭爫彐
靜	qzx	青爫彐
獶	qzx	犭夂心
猨	qzy	犭爫又
酻	qzz	酉爫子
晢	raj	日扌斤
晣	raj	日扌斤
昀	rbb	日勹冫
靌	rbb	雨宀貝
暌	rbd	日癶大
旳	rbd	日勹丶
霯	rbd	雨癶豆
晜	rbg	日丷弓
曊	rbg	日貝弓
靅	rbg	雨貝弓
旨	rbh	日匕一
旬	rbh	日勹一
晥	rbh	日宀一
晏	rbn	日宀女
昫	rbo	日勹口
霣	rbo	雨貝口
易	rbp	日勹丿
昒	rbp	日勹丿
曶	rbp	曰勹丿
朆	rbp	曰勹丿
暄	rbr	日宀日
雹	rbs	雨勹巳
昖	rbs	日八厶
朅	rbs	曰勹厶
暤	rbs	日白十
暭	rbs	日白十
曽	rbt	曰丷田
晪	rbt	日八冂
晎	rbu	日八艹
昆	rbv	日比乙
曷	rbv	曰勹人
曾	rbw	曰丷囗
晼	rbx	日宀夕
曢	rbx	日宀小
普	rby	日丷业
时	rcd	日寸丶
暀	rcd	日彳丶
曧	rcg	日虫鬲
曆	rch	日厂禾
暦	rci	日厂木
暂	rcj	日车斤
暫	rcj	日車斤
雳	rcl	雨厂力
震	rcn	雨辰乀
晨	rcn	日辰乀
霨	rcp	雨寸尸
暷	rcs	日寸十
時	rct	日寸土
曞	rcu	日厂艹
昃	rcv	日厂人
霺	rcw	雨彳攵
